target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,suggested_modality,is_druggable,n_drugs,drug_stages,max_drug_stage,novelty_class,in_paper_noms
CAMK2D,ENSG00000145349,driver_antagonize,Stim48hr,3.2065902,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
CAMK2N1,ENSG00000162545,driver_antagonize,Stim8hr,3.2019129,0.0,none,,undetermined,False,,,,not_assessed,False
CAMKMT,ENSG00000143919,driver_antagonize,Stim8hr,3.593849,0.0,none,,undetermined,False,,,,not_assessed,False
CAP1,ENSG00000131236,driver_antagonize,Stim8hr,3.0463743,0.0,none,,undetermined,False,,,,not_assessed,False
CAPN1,ENSG00000014216,driver_antagonize,Stim48hr,3.5711973,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
CAPZA2,ENSG00000198898,driver_antagonize,Stim8hr,3.1317122,0.0,none,,undetermined,False,,,,not_assessed,False
CARD11,ENSG00000198286,brake_agonize,Stim8hr,2.7221313,0.7596735650601476,strong,,undetermined,False,,,,not_assessed,False
CARD6,ENSG00000132357,driver_antagonize,Stim8hr,4.934576,0.1287249937745077,weak,,undetermined,False,0.0,,,novel_undrugged,False
CARMIL2,ENSG00000159753,driver_antagonize,Stim8hr,3.412206,0.1404822533781892,weak,,undetermined,False,,,,not_assessed,False
CASP6,ENSG00000138794,driver_antagonize,Stim48hr,3.3116157,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
CASP7,ENSG00000165806,driver_antagonize,Stim48hr,3.5852137,0.5292289697392155,strong,enzyme,small molecule,True,1.0,PHASE_2,2.0,clinical_stage_drug,False
CASP8,ENSG00000064012,driver_antagonize,Stim8hr,3.0852704,0.6041645740649099,strong,enzyme,small molecule,True,,,,not_assessed,False
CATSPERG,ENSG00000099338,driver_antagonize,Rest,4.145513,0.0,none,ion_channel,small molecule,True,,,,not_assessed,False
CAVIN1,ENSG00000177469,driver_antagonize,Stim48hr,4.5758986,0.2651045872925198,moderate,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
CBFA2T2,ENSG00000078699,driver_antagonize,Stim48hr,2.9842165,0.0,none,,undetermined,False,,,,not_assessed,False
CBLB,ENSG00000114423,brake_agonize,Stim8hr,3.2595966,0.8219748211854291,strong,,small molecule,True,0.0,,,novel_undrugged,False
CBLN3,ENSG00000139899,driver_antagonize,Stim48hr,3.544446,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
CBX1,ENSG00000108468,driver_antagonize,Stim48hr,2.9378507,0.2016126961111431,weak,,undetermined,False,,,,not_assessed,False
CBX4,ENSG00000141582,driver_antagonize,Stim48hr,3.2602444,0.0,none,,undetermined,False,,,,not_assessed,False
CCAR1,ENSG00000060339,brake_agonize,Stim8hr,3.003524,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC106,ENSG00000173581,brake_agonize,Stim8hr,4.33765,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC107,ENSG00000159884,driver_antagonize,Stim48hr,3.7855663,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC12,ENSG00000160799,driver_antagonize,Stim8hr,3.3505278,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC127,ENSG00000164366,brake_agonize,Stim8hr,3.088678,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC134,ENSG00000100147,brake_agonize,Rest,3.7981868,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC136,ENSG00000128596,brake_agonize,Stim48hr,3.6622403,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC138,ENSG00000163006,brake_agonize,Rest,3.815117,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC159,ENSG00000183401,driver_antagonize,Stim8hr,5.2029138,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC25,ENSG00000147419,brake_agonize,Stim8hr,3.6395597,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC43,ENSG00000180329,brake_agonize,Stim48hr,3.3162172,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC51,ENSG00000164051,brake_agonize,Stim8hr,3.067278,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC57,ENSG00000176155,driver_antagonize,Stim48hr,3.8408012,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC66,ENSG00000180376,driver_antagonize,Stim8hr,2.8562126,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC82,ENSG00000149231,driver_antagonize,Stim48hr,2.9921908,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC88C,ENSG00000015133,driver_antagonize,Stim8hr,3.0566113,0.0,none,,undetermined,False,,,,not_assessed,False
CCDC91,ENSG00000123106,driver_antagonize,Stim8hr,2.8033142,0.5622633342434851,strong,,undetermined,False,,,,not_assessed,False
CCL3,ENSG00000277632,driver_antagonize,Stim48hr,4.509887,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
CCL4,ENSG00000275302,driver_antagonize,Stim8hr,3.7920444,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
CCL5,ENSG00000271503,driver_antagonize,Stim48hr,2.9412427,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
CCNA1,ENSG00000133101,brake_agonize,Stim8hr,3.814424,0.0,none,,undetermined,False,,,,not_assessed,False
CCNB1IP1,ENSG00000100814,driver_antagonize,Stim8hr,3.8169744,0.0,none,,undetermined,False,,,,not_assessed,False
CCNE1,ENSG00000105173,driver_antagonize,Stim48hr,3.1069338,0.0,none,,undetermined,False,,,,not_assessed,False
CCNG2,ENSG00000138764,driver_antagonize,Stim8hr,3.3781793,0.0,none,,undetermined,False,,,,not_assessed,False
CCNK,ENSG00000090061,driver_antagonize,Rest,3.2580411,0.0,none,,undetermined,False,,,,not_assessed,False
CCNL1,ENSG00000163660,driver_antagonize,Stim48hr,3.4526114,0.0,none,,undetermined,False,,,,not_assessed,False
CCNT1,ENSG00000129315,driver_antagonize,Stim48hr,3.5450761,0.0,none,,undetermined,False,,,,not_assessed,False
CCR2,ENSG00000121807,driver_antagonize,Stim8hr,3.219898,0.4665486971881019,moderate,GPCR,small molecule,True,,,,not_assessed,False
CCSAP,ENSG00000154429,brake_agonize,Rest,4.091676,0.0,none,,undetermined,False,,,,not_assessed,False
CD14,ENSG00000170458,driver_antagonize,Stim48hr,3.7895522,0.0,none,,undetermined,False,,,,not_assessed,False
CD151,ENSG00000177697,driver_antagonize,Stim8hr,3.2617612,0.3853829905994653,moderate,,undetermined,False,,,,not_assessed,False
CD2,ENSG00000116824,driver_antagonize,Stim8hr,5.7509675,0.6718718291704483,strong,,antibody/biologic (surface),True,2.0,APPROVAL;PHASE_2,4.0,approved_drug_exists,False
CD200,ENSG00000091972,driver_antagonize,Stim8hr,3.0508175,0.7059437680159258,strong,,undetermined,False,,,,not_assessed,False
CD2BP2,ENSG00000169217,driver_antagonize,Stim8hr,2.7671638,0.240754811715101,weak,,undetermined,False,,,,not_assessed,False
CD3D,ENSG00000167286,driver_antagonize,Stim8hr,3.0172515,0.0,none,,undetermined,False,,,,not_assessed,False
CD3E,ENSG00000198851,driver_antagonize,Stim8hr,2.8261483,0.2325439515092809,weak,,undetermined,False,,,,not_assessed,False
CD3G,ENSG00000160654,driver_antagonize,Stim8hr,4.0491066,0.0,none,,undetermined,False,,,,not_assessed,False
CD46,ENSG00000117335,driver_antagonize,Stim8hr,3.890433,0.0,none,,undetermined,False,,,,not_assessed,False
CD69,ENSG00000110848,driver_antagonize,Rest,3.4168017,0.6930394506413726,strong,,small molecule,True,0.0,,,novel_undrugged,False
CD7,ENSG00000173762,brake_agonize,Stim48hr,4.8968415,0.0,none,,undetermined,False,,,,not_assessed,False
CD79A,ENSG00000105369,driver_antagonize,Stim8hr,3.0186691,0.0,none,,undetermined,False,,,,not_assessed,False
CD79B,ENSG00000007312,driver_antagonize,Stim48hr,4.935311,0.0,none,,undetermined,False,,,,not_assessed,False
CD9,ENSG00000010278,driver_antagonize,Stim8hr,3.9229887,0.0,none,,undetermined,False,,,,not_assessed,False
CDC123,ENSG00000151465,driver_antagonize,Rest,3.091777,0.0,none,,undetermined,False,,,,not_assessed,False
CDC25A,ENSG00000164045,driver_antagonize,Stim8hr,2.94203,0.0,none,,undetermined,False,,,,not_assessed,False
CDCA3,ENSG00000111665,driver_antagonize,Stim8hr,3.0494504,0.0,none,,undetermined,False,,,,not_assessed,False
CDCA7L,ENSG00000164649,driver_antagonize,Stim8hr,2.803696,0.0,none,,undetermined,False,,,,not_assessed,False
CDIP1,ENSG00000089486,brake_agonize,Stim8hr,3.6112905,0.0,none,,undetermined,False,,,,not_assessed,False
CDK2,ENSG00000123374,driver_antagonize,Stim48hr,4.145224,0.355,moderate,kinase,small molecule,True,14.0,PHASE_1;PHASE_1_2;PHASE_2;PHASE_3,3.0,clinical_stage_drug,False
CDK4,ENSG00000135446,driver_antagonize,Stim48hr,3.8019516,0.0,none,kinase,small molecule,True,,,,not_assessed,False
CDK8,ENSG00000132964,driver_antagonize,Stim8hr,3.6849809,0.0,none,kinase,small molecule,True,,,,not_assessed,False
CDKL2,ENSG00000138769,brake_agonize,Stim48hr,3.357879,0.0,none,kinase,small molecule,True,,,,not_assessed,False
CDKN1A,ENSG00000124762,brake_agonize,Stim8hr,3.5104997,0.526,strong,,undetermined,False,0.0,,,novel_undrugged,False
CDKN2A,ENSG00000147889,driver_antagonize,Stim8hr,3.1013114,0.0,none,,undetermined,False,,,,not_assessed,False
CDKN2AIP,ENSG00000168564,driver_antagonize,Rest,4.062012,0.0,none,,undetermined,False,,,,not_assessed,False
CDKN2AIPNL,ENSG00000237190,driver_antagonize,Stim48hr,4.042685,0.0,none,,undetermined,False,,,,not_assessed,False
CENPB,ENSG00000125817,brake_agonize,Stim48hr,3.1802456,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
CENPF,ENSG00000117724,driver_antagonize,Stim8hr,2.8476968,0.0,none,,undetermined,False,,,,not_assessed,False
CEP112,ENSG00000154240,brake_agonize,Stim8hr,2.7387578,0.0,none,,undetermined,False,,,,not_assessed,False
CEP162,ENSG00000135315,brake_agonize,Stim8hr,3.6007774,0.4955157267847312,moderate,,undetermined,False,0.0,,,novel_undrugged,False
CEP72,ENSG00000112877,driver_antagonize,Rest,3.3462727,0.5553694564408627,strong,,undetermined,False,0.0,,,novel_undrugged,False
CEP89,ENSG00000121289,brake_agonize,Stim8hr,2.916832,0.3999299213798064,moderate,,undetermined,False,,,,not_assessed,False
CEP97,ENSG00000182504,driver_antagonize,Stim8hr,3.0892985,0.1563210497859863,weak,,undetermined,False,,,,not_assessed,False
CEPT1,ENSG00000134255,brake_agonize,Stim48hr,4.219756,0.631197518575292,strong,,small molecule,True,0.0,,,novel_undrugged,False
CERT1,ENSG00000113163,driver_antagonize,Stim8hr,4.2863946,0.0,none,,undetermined,False,,,,not_assessed,False
CFAP20,ENSG00000070761,driver_antagonize,Stim48hr,3.5532238,0.0,none,,undetermined,False,,,,not_assessed,False
CFAP410,ENSG00000160226,driver_antagonize,Stim48hr,2.936008,0.0,none,,undetermined,False,,,,not_assessed,False
CFAP418,ENSG00000156172,brake_agonize,Stim8hr,6.5552015,0.0,none,,undetermined,False,,,,not_assessed,False
CFAP68,ENSG00000137720,brake_agonize,Stim48hr,3.221771,0.0,none,,undetermined,False,,,,not_assessed,False
CHCHD5,ENSG00000125611,driver_antagonize,Rest,3.0491579,0.3256957166784741,moderate,,undetermined,False,,,,not_assessed,False
CHCHD6,ENSG00000159685,driver_antagonize,Stim8hr,3.3103845,0.5012375106543563,strong,,undetermined,False,,,,not_assessed,False
CHD2,ENSG00000173575,brake_agonize,Stim8hr,4.0214357,0.0,none,,undetermined,False,,,,not_assessed,False
CHMP4B,ENSG00000101421,brake_agonize,Stim48hr,3.4419246,0.0,none,,undetermined,False,,,,not_assessed,False
CHUK,ENSG00000213341,driver_antagonize,Stim48hr,3.203712,0.1656852450192223,weak,kinase,small molecule,True,,,,not_assessed,False
CIAO1,ENSG00000144021,driver_antagonize,Stim48hr,3.2541373,0.0,none,,undetermined,False,,,,not_assessed,False
CIITA,ENSG00000179583,driver_antagonize,Stim48hr,3.1717162,0.760359863629946,strong,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
CIRBP,ENSG00000099622,driver_antagonize,Stim8hr,3.2980072,0.0,none,,undetermined,False,,,,not_assessed,False
CISD1,ENSG00000122873,driver_antagonize,Stim48hr,3.3187034,0.401981736419665,moderate,,undetermined,False,,,,not_assessed,False
CIT,ENSG00000122966,driver_antagonize,Stim48hr,4.878524,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
CITED4,ENSG00000179862,driver_antagonize,Stim8hr,2.8946505,0.0,none,,undetermined,False,,,,not_assessed,False
CKS1B,ENSG00000173207,brake_agonize,Rest,5.03316,0.0,none,,undetermined,False,,,,not_assessed,False
CLCN2,ENSG00000114859,driver_antagonize,Rest,4.422169,0.0,none,ion_channel,small molecule,True,,,,not_assessed,False
CLDND2,ENSG00000160318,brake_agonize,Stim8hr,3.1336968,0.0,none,,undetermined,False,,,,not_assessed,False
CLIP1,ENSG00000130779,driver_antagonize,Stim8hr,4.2165875,0.0,none,,undetermined,False,,,,not_assessed,False
CLIP2,ENSG00000106665,driver_antagonize,Stim48hr,2.898527,0.0,none,,undetermined,False,,,,not_assessed,False
CLK4,ENSG00000113240,driver_antagonize,Stim48hr,3.8529742,0.0,none,kinase,small molecule,True,,,,not_assessed,False
CLPTM1,ENSG00000104853,driver_antagonize,Rest,3.306949,0.0,none,,undetermined,False,,,,not_assessed,False
CLSTN3,ENSG00000139182,driver_antagonize,Stim8hr,4.1610236,0.0,none,,undetermined,False,,,,not_assessed,False
CMC2,ENSG00000103121,brake_agonize,Stim8hr,4.0232882,0.0,none,,undetermined,False,,,,not_assessed,False
CMTM7,ENSG00000153551,driver_antagonize,Stim48hr,3.1177778,0.0,none,,undetermined,False,,,,not_assessed,False
CMTR2,ENSG00000180917,brake_agonize,Stim8hr,7.3350034,0.0,none,,undetermined,False,0.0,,,novel_undrugged,False
CNKSR1,ENSG00000142675,driver_antagonize,Rest,3.0707073,0.0,none,,undetermined,False,,,,not_assessed,False
CNOT9,ENSG00000144580,brake_agonize,Stim8hr,3.1661925,0.0,none,,undetermined,False,,,,not_assessed,False
CNPY4,ENSG00000166997,driver_antagonize,Rest,3.2202682,0.0,none,,undetermined,False,,,,not_assessed,False
COA1,ENSG00000106603,driver_antagonize,Stim48hr,3.369011,0.0,none,,undetermined,False,,,,not_assessed,False
COASY,ENSG00000068120,brake_agonize,Stim8hr,3.9115872,0.0,none,,undetermined,False,,,,not_assessed,False
COG5,ENSG00000164597,driver_antagonize,Stim48hr,4.246793,0.0,none,,undetermined,False,,,,not_assessed,False
COMMD10,ENSG00000145781,brake_agonize,Stim8hr,2.907417,0.0,none,,undetermined,False,,,,not_assessed,False
COMMD2,ENSG00000114744,driver_antagonize,Stim48hr,3.6107156,0.0,none,,undetermined,False,,,,not_assessed,False
COPS7A,ENSG00000111652,driver_antagonize,Stim8hr,3.0350673,0.0,none,,undetermined,False,,,,not_assessed,False
COPS7B,ENSG00000144524,driver_antagonize,Rest,3.4519935,0.0,none,,undetermined,False,,,,not_assessed,False
COQ10A,ENSG00000135469,driver_antagonize,Rest,3.300561,0.3066569392104833,moderate,,undetermined,False,,,,not_assessed,False
CORO1B,ENSG00000172725,brake_agonize,Stim8hr,3.1844645,0.0,none,,undetermined,False,,,,not_assessed,False
CORO1C,ENSG00000110880,driver_antagonize,Stim8hr,2.8404973,0.0,none,,undetermined,False,,,,not_assessed,False
COTL1,ENSG00000103187,driver_antagonize,Stim8hr,2.8511605,0.0,none,,undetermined,False,,,,not_assessed,False
COX10,ENSG00000006695,brake_agonize,Stim8hr,2.8352942,0.5412302614147914,strong,,undetermined,False,,,,not_assessed,False
COX14,ENSG00000178449,driver_antagonize,Stim8hr,4.643956,0.0,none,,undetermined,False,,,,not_assessed,False
COX6B1,ENSG00000126267,brake_agonize,Stim8hr,4.8330555,0.0,none,,undetermined,False,,,,not_assessed,False
COX6C,ENSG00000164919,brake_agonize,Stim8hr,3.8142712,0.0,none,,undetermined,False,,,,not_assessed,False
CPEB3,ENSG00000107864,brake_agonize,Rest,5.689386,0.2124829190827174,weak,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
CPEB4,ENSG00000113742,driver_antagonize,Stim48hr,3.1991775,0.7035711488452003,strong,,undetermined,False,,,,not_assessed,False
CPQ,ENSG00000104324,driver_antagonize,Stim8hr,4.033923,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
CPSF6,ENSG00000111605,brake_agonize,Stim8hr,3.3451746,0.0,none,,undetermined,False,,,,not_assessed,False
CPT2,ENSG00000157184,driver_antagonize,Stim8hr,2.7892587,0.0,none,,undetermined,False,,,,not_assessed,False
CRADD,ENSG00000169372,brake_agonize,Stim48hr,3.8074799,0.0,none,,undetermined,False,,,,not_assessed,False
CRBN,ENSG00000113851,brake_agonize,Stim8hr,2.9084432,0.0,none,,undetermined,False,,,,not_assessed,False
CREBBP,ENSG00000005339,driver_antagonize,Stim8hr,4.6357317,0.652,strong,,small molecule,True,1.0,PHASE_2,2.0,clinical_stage_drug,False
CRELD1,ENSG00000163703,driver_antagonize,Rest,3.5135355,0.0,none,,undetermined,False,,,,not_assessed,False
CREM,ENSG00000095794,driver_antagonize,Rest,3.2544713,0.761053347858798,strong,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
CRK,ENSG00000167193,driver_antagonize,Stim48hr,2.9548872,0.0,none,,undetermined,False,,,,not_assessed,False
CRLF2,ENSG00000205755,driver_antagonize,Stim8hr,3.0596747,0.7766105239538178,strong,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
CRLS1,ENSG00000088766,driver_antagonize,Stim48hr,2.8868804,0.0,none,,undetermined,False,,,,not_assessed,False
CRTAP,ENSG00000170275,driver_antagonize,Stim8hr,2.7969863,0.1480139193329343,weak,,undetermined,False,,,,not_assessed,False
CRTC1,ENSG00000105662,brake_agonize,Rest,3.6917646,0.0,none,,undetermined,False,,,,not_assessed,False
CRYZL1,ENSG00000205758,brake_agonize,Rest,3.283059,0.0,none,,undetermined,False,,,,not_assessed,False
CSNK1G2,ENSG00000133275,driver_antagonize,Stim8hr,2.7441816,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
CSRP1,ENSG00000159176,driver_antagonize,Rest,3.2646723,0.0,none,,undetermined,False,,,,not_assessed,False
CST7,ENSG00000077984,brake_agonize,Rest,3.3148868,0.0,none,,undetermined,False,,,,not_assessed,False
CSTF2T,ENSG00000177613,brake_agonize,Stim8hr,3.7261586,0.0,none,,undetermined,False,,,,not_assessed,False
CTBS,ENSG00000117151,driver_antagonize,Stim48hr,3.7196658,0.0,none,,undetermined,False,,,,not_assessed,False
CTH,ENSG00000116761,brake_agonize,Rest,6.787947,0.692455750396335,strong,,small molecule,True,0.0,,,novel_undrugged,False
CTNNBL1,ENSG00000132792,brake_agonize,Rest,4.2570314,0.0,none,,undetermined,False,,,,not_assessed,False
CTPS1,ENSG00000171793,brake_agonize,Stim8hr,3.581458,0.0,none,,undetermined,False,,,,not_assessed,False
CTPS2,ENSG00000047230,driver_antagonize,Rest,3.220546,0.0,none,,undetermined,False,,,,not_assessed,False
CTSC,ENSG00000109861,driver_antagonize,Stim48hr,3.0793326,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
CTSH,ENSG00000103811,driver_antagonize,Stim8hr,4.1484447,0.8876762584074425,strong,enzyme,small molecule,True,0.0,,,novel_undrugged,False
CTSO,ENSG00000256043,driver_antagonize,Stim8hr,3.217222,0.0,none,,undetermined,False,,,,not_assessed,False
CTSS,ENSG00000163131,driver_antagonize,Stim8hr,3.378813,0.3504628177407018,moderate,enzyme,small molecule,True,,,,not_assessed,False
CTTN,ENSG00000085733,driver_antagonize,Stim48hr,2.9912047,0.0,none,,undetermined,False,,,,not_assessed,False
CTU2,ENSG00000174177,brake_agonize,Stim8hr,3.1197238,0.0,none,,undetermined,False,,,,not_assessed,False
CUEDC2,ENSG00000107874,brake_agonize,Rest,3.9793801,0.0,none,,undetermined,False,,,,not_assessed,False
