perturbation,program_score,emp_z,emp_p,emp_fdr,direction,perturbed_gene
CD24 KD human GSE15102 sample 2842,-0.014862491844475946,-0.26017021339139806,0.7947324795538231,0.9998960276301339,driver_antagonize,CD24
CREBBP KD human GSE50588 sample 2793,-0.8592769923217763,-5.278931495310233,1.299393690492914e-07,1.5959322880578788e-05,driver_antagonize,CREBBP
Fgf21 KO mouse GSE58062 sample 2887,-0.19524989104618065,-1.6325382727258542,0.10256614272063337,0.8808621668948513,driver_antagonize,FGF21
S1pr2 KO mouse GSE7191 sample 2524,-0.014862491844475946,-0.19290308587815608,0.8470348682452036,0.9998960276301339,driver_antagonize,S1PR2
Lat2 KD mouse GSE40731 sample 1704,-0.10332645307591354,-0.5329034064823585,0.5941004470361826,0.9998960276301339,driver_antagonize,LAT2
Ash2l KD mouse GSE31008 sample 1327,-0.09186908965718678,-0.7414866563906007,0.4583984194404982,0.9998960276301339,driver_antagonize,ASH2L
Cidec KO mouse GSE22693 sample 541,-0.014862491844475946,-0.24152414578866038,0.8091489046781993,0.9998960276301339,driver_antagonize,CIDEC
Eomes KO mouse GSE43387 sample 2147,-0.23719047345432706,-1.543367444147485,0.12274164805749482,0.9546533596583987,driver_antagonize,EOMES
CMAHP KO mouse GSE16438 sample 448,-0.014862491844475946,0.12000634438954584,0.9044781221864354,0.9998960276301339,driver_antagonize,CMAHP
Pafah1b1 KD mouse GSE35366 sample 1618,-0.014862491844475946,-0.038464274691359684,0.9693175150593691,0.9998960276301339,driver_antagonize,PAFAH1B1
Aire KO mouse GSE2585 sample 272,0.08193577822848139,0.544934988535743,0.58579823120195,0.9998960276301339,brake_agonize,AIRE
RXRA KD human GSE50588 sample 2816,0.17293469534805891,0.9083642132765869,0.3636858265881251,0.9998960276301339,brake_agonize,RXRA
TFAP2C KD human GSE15481 sample 2968,0.15989912664306097,0.9744907621589884,0.3298129237088603,0.9998960276301339,brake_agonize,TFAP2C
Mybl1 KO mouse GSE28025 sample 376,-0.014862491844475946,0.11656253538892458,0.9072067277119722,0.9998960276301339,driver_antagonize,MYBL1
PARK7 KD human GSE5519 sample 1132,-0.08092412751549008,-0.6757439126183746,0.49920325037723645,0.9998960276301339,driver_antagonize,PARK7
Dnmt1 KO mouse GSE31626 sample 1237,-0.014862491844475946,-0.10894607972412108,0.9132452578016195,0.9998960276301339,driver_antagonize,DNMT1
PDCD10 KD human GSE54095 sample 3041,-0.15307027225340294,-0.8510296262422242,0.394752895701144,0.9998960276301339,driver_antagonize,PDCD10
Retnlb KO mouse GSE25640 sample 436,0.13577694973950696,0.9642966311890888,0.33489722938351485,0.9998960276301339,brake_agonize,RETNLB
IRS4 KO mouse GSE2556 sample 2540,0.045700372609479185,0.1909760297656907,0.8485443729840128,0.9998960276301339,brake_agonize,IRS4
CD44 KD human GSE20914 sample 2612,0.05420606688130647,0.08768821166749106,0.930124489256736,0.9998960276301339,brake_agonize,CD44
Nod2 KO mouse GSE58948 sample 1120,-0.014862491844475946,-0.07304108202206168,0.9417734260727026,0.9998960276301339,driver_antagonize,NOD2
Nfe2l2 KO mouse GSE39629 sample 2196,0.22508460159455848,1.5057233810903943,0.13213819922091188,0.9675077052429745,brake_agonize,NFE2L2
Nr2c2 KO mouse GSE21903 sample 2200,-0.014862491844475946,-0.04814891921151176,0.961597559495643,0.9998960276301339,driver_antagonize,NR2C2
YY2 KD human GSE14964 sample 2081,-0.014862491844475946,0.3099979272026769,0.7565625326208085,0.9998960276301339,driver_antagonize,YY2
Vdr KO mouse GSE2421 sample 2719,-0.003939042936756529,-0.15143525075412376,0.8796323840159688,0.9998960276301339,driver_antagonize,VDR
Runx1 KO mouse GSE46970 sample 1446,-0.014862491844475946,0.1127645572587071,0.9102172182771335,0.9998960276301339,driver_antagonize,RUNX1
CCL3 KO mouse GSE1680 sample 1188,-0.014862491844475946,0.034613819671650295,0.9723876815994136,0.9998960276301339,driver_antagonize,CCL3
Cdh1 KO mouse GSE48131 sample 2982,0.05629350286273455,0.2833204907945726,0.7769311711393021,0.9998960276301339,brake_agonize,CDH1
Ndel1 KO mouse GSE35366 sample 1621,-0.014862491844475946,-0.12881945671857667,0.8975005095708238,0.9998960276301339,driver_antagonize,NDEL1
MAPK1 KD human GSE53394 sample 1321,-0.014862491844475946,-0.09592067735794221,0.9235835721440646,0.9998960276301339,driver_antagonize,MAPK1
Appl2 KO mouse GSE25926 sample 852,-0.014862491844475946,-0.04826027516563552,0.9615088134678876,0.9998960276301339,driver_antagonize,APPL2
Hoxa10 KO mouse GSE6439 sample 1535,-0.05599223472050984,-0.4949726942696316,0.6206193953272079,0.9998960276301339,driver_antagonize,HOXA10
SCYL1 KD human GSE23103 sample 2440,0.051199136883951724,0.43166969024578744,0.6659814995624005,0.9998960276301339,brake_agonize,SCYL1
Adra2b KO mouse GSE6909 sample 2746,-0.10493907329245386,-0.9348986485227254,0.3498405336538054,0.9998960276301339,driver_antagonize,ADRA2B
Elf4 KO mouse GSE15324 sample 2838,0.32071006970099086,1.9128189797767088,0.05577123050969419,0.6122255379259663,brake_agonize,ELF4
Pten KO mouse GSE49562 sample 2321,-0.014862491844475946,-0.3387583161792474,0.7347918053014602,0.9998960276301339,driver_antagonize,PTEN
HDAC1 KD human GSE22366 sample 1411,-0.014862491844475946,-0.22536682758675697,0.8216939156143239,0.9998960276301339,driver_antagonize,HDAC1
Egln3 KO mouse GSE55693 sample 2320,-0.13205822753000326,-0.8608460070719682,0.3893228621957803,0.9998960276301339,driver_antagonize,EGLN3
Nsun2 KO mouse GSE39480 sample 2515,-0.014862491844475946,0.03727786092181869,0.9702634576462528,0.9998960276301339,driver_antagonize,NSUN2
Msr1 KO mouse GSE3455 sample 2671,-0.014862491844475946,0.21900417252786827,0.8266467974585743,0.9998960276301339,driver_antagonize,MSR1
Kcnip3 KO mouse GSE16874 sample 1030,-0.0935041599758816,-0.743911283322528,0.45693014872006077,0.9998960276301339,driver_antagonize,KCNIP3
Pten KO mouse GSE60057 sample 2316,0.033321519308215516,0.20225793760350275,0.839715081284379,0.9998960276301339,brake_agonize,PTEN
Btk KO mouse GSE53946 sample 2833,-0.014862491844475946,-0.31108285423148985,0.7557376352784646,0.9998960276301339,driver_antagonize,BTK
SOX2 KO human GSE59234 sample 2957,-0.13664805763189428,-0.7029218777718113,0.48210443619194265,0.9998960276301339,driver_antagonize,SOX2
Phgdh KO mouse GSE8555 sample 152,-0.014862491844475946,-0.29193849385538256,0.7703336510081311,0.9998960276301339,driver_antagonize,PHGDH
Nlgn1 KD mouse GSE47150 sample 362,0.10557670071086084,0.9271210611303773,0.353863682225952,0.9998960276301339,brake_agonize,NLGN1
Gfi1b KO mouse GSE20655 sample 3013,-0.2671614964598451,-1.5623793003345747,0.11819866052434067,0.9378806758996596,driver_antagonize,GFI1B
Nfe2l2 KO mouse GSE18344 sample 960,-0.3466017500772564,-2.2709779125859635,0.023148315072440265,0.3520472917266957,driver_antagonize,NFE2L2
Suz12 KD mouse GSE31008 sample 1326,-0.12697346424895592,-0.8570906384748089,0.3913947944864724,0.9998960276301339,driver_antagonize,SUZ12
Foxd3 KO mouse GSE58960 sample 1417,-0.14840775826649572,-1.4256318290330656,0.15397464367994457,0.9998960276301339,driver_antagonize,FOXD3
SYK KD human GSE16200 sample 2375,0.051199136883951724,0.3286908241326214,0.7423893906079074,0.9998960276301339,brake_agonize,SYK
Ncoa3 KD mouse GSE50017 sample 1711,-0.11722287244629115,-0.3880287765839414,0.6979947381610526,0.9998960276301339,driver_antagonize,NCOA3
NCSTN KD human GSE57949 sample 1748,-0.008777977274307474,-0.08314406049310734,0.9337369918993924,0.9998960276301339,driver_antagonize,NCSTN
Ndel1 KD mouse GSE35366 sample 1620,-0.014862491844475946,-0.09535534911211176,0.924032580657254,0.9998960276301339,driver_antagonize,NDEL1
Nfe2l2 KO mouse GSE18344 sample 1258,-0.07644238662694326,-0.16235492030680257,0.8710263681625633,0.9998960276301339,driver_antagonize,NFE2L2
Snca KO mouse GSE19534 sample 557,-0.07051629969977181,-0.48248472146549704,0.6294616494201284,0.9998960276301339,driver_antagonize,SNCA
Cstb KO mouse GSE47516 sample 45,-0.014862491844475946,-0.2924526744100277,0.7699405392336033,0.9998960276301339,driver_antagonize,CSTB
XIAP DEPLETION -Late passage human GSE11618 sample 1171,-0.15307027225340294,-1.1364309228610578,0.255776260186639,0.9998960276301339,driver_antagonize,XIAP
EWSR1 KD human GSE27524 sample 1593,-0.014862491844475946,-0.03926194208424507,0.9686815490230147,0.9998960276301339,driver_antagonize,EWSR1
Htra2 KO mouse GSE13033 sample 2361,0.026079272502101958,0.17428869233592298,0.8616385854492032,0.9998960276301339,brake_agonize,HTRA2
Pafah1b1 KD mouse GSE35366 sample 1606,0.08749788477805188,0.6130385301479263,0.5398508633011667,0.9998960276301339,brake_agonize,PAFAH1B1
Myrf KO mouse GSE15303 sample 2306,-0.014862491844475946,-0.1025514681542448,0.9183189624697742,0.9998960276301339,driver_antagonize,MYRF
Gnmt KO mouse GSE63027 sample 2908,-0.014862491844475946,-0.07623859683024228,0.939229276198535,0.9998960276301339,driver_antagonize,GNMT
Pdx1 KO mouse GSE29048 sample 387,0.08111571384043517,0.38590512332237975,0.6995669361285559,0.9998960276301339,brake_agonize,PDX1
S1pr2 KO mouse GSE7191 sample 2555,-0.014862491844475946,0.25604542289291776,0.797915763632466,0.9998960276301339,driver_antagonize,S1PR2
THOC1 KD human GSE27091 sample 2872,-0.1616631313967942,-1.2745336782107877,0.20247434496063044,0.9998960276301339,driver_antagonize,THOC1
Ptpn2 KD mouse GSE53388 sample 2309,-0.16442125113892622,-0.8902419059835467,0.37333600747742257,0.9998960276301339,driver_antagonize,PTPN2
FLI1 KD human GSE27524 sample 1602,0.051199136883951724,0.27594659908013425,0.7825890819769321,0.9998960276301339,brake_agonize,FLI1
Sod2 KO mouse GSE8726 sample 1546,-0.014862491844475946,0.005259258220632812,0.9958037384091144,0.9998960276301339,driver_antagonize,SOD2
MTDH KD human GSE26134 sample 2686,-0.2022823643637821,-1.004317137705241,0.3152257757445862,0.9998960276301339,driver_antagonize,MTDH
RB1 KD human GSE50532 sample 619,-0.23883621717422185,-1.0537849141008913,0.2919814018599396,0.9998960276301339,driver_antagonize,RB1
Bach2 KO mouse GSE54050 sample 2773,0.10324728714344515,0.4403343457937594,0.6596949685874935,0.9998960276301339,brake_agonize,BACH2
Scd1 KO mouse GSE24243 sample 73,-0.014862491844475946,-0.09795689246816852,0.9219665235070834,0.9998960276301339,driver_antagonize,SCD1
Fmr1 KD mouse GSE47150 sample 936,-0.014862491844475946,-0.17310428323989335,0.8625694582409497,0.9998960276301339,driver_antagonize,FMR1
TGFB1I1 KD human GSE47203 sample 1823,-0.014862491844475946,-0.004898428074228236,0.9960916354973152,0.9998960276301339,driver_antagonize,TGFB1I1
CTNNB1 KD human GSE18560 sample 1274,-0.014862491844475946,-0.12290198135255342,0.9021847166311894,0.9998960276301339,driver_antagonize,CTNNB1
KDM5A KD human GSE43552 sample 1828,0.15355951350647956,0.8517289147239334,0.3943645683493736,0.9998960276301339,brake_agonize,KDM5A
CITED1 KD human GSE66113 sample 2750,-0.014862491844475946,-0.09830452142804175,0.9216904879939382,0.9998960276301339,driver_antagonize,CITED1
Ing1 KO mouse GSE43318 sample 3107,-0.12619144131895155,-1.001891732903825,0.3163958858290783,0.9998960276301339,driver_antagonize,ING1
Snca KO mouse GSE19534 sample 469,-0.014862491844475946,-0.03435387989254643,0.9725949602574246,0.9998960276301339,driver_antagonize,SNCA
Kdm6a KD mouse GSE45034 sample 1303,-0.16388931752986868,-0.9972451039537017,0.31864555267043926,0.9998960276301339,driver_antagonize,KDM6A
Foxo1 KD mouse GSE6623 sample 504,-0.1377042069375007,-1.3935952956674318,0.16343984991903115,0.9998960276301339,driver_antagonize,FOXO1
HSF1 KD human GSE3697 sample 778,-0.014862491844475946,-0.18038144545407675,0.8568531197860325,0.9998960276301339,driver_antagonize,HSF1
Rap1a KO mouse GSE46209 sample 1442,-0.16381722084373573,-0.9238835935593316,0.3555469259434294,0.9998960276301339,driver_antagonize,RAP1A
Rictor KO mouse GSE46515 sample 2392,-0.014862491844475946,-0.09741101983445725,0.9223999937865336,0.9998960276301339,driver_antagonize,RICTOR
Batf KO mouse GSE54215 sample 1522,0.2926058531209657,2.313342213401888,0.02070383150644972,0.3215701489299638,brake_agonize,BATF
LAMP3 KD human GSE29009 sample 1538,-0.18962412506384266,-1.162055068768755,0.24521309679772674,0.9998960276301339,driver_antagonize,LAMP3
SUZ12 DEPLETION human GSE6015 sample 146,0.09646645593668589,0.8580086631942059,0.39088767976456507,0.9998960276301339,brake_agonize,SUZ12
Pctp KO mouse GSE17666 sample 3015,0.05728365839670666,0.4518062298678232,0.6514085812978778,0.9998960276301339,brake_agonize,PCTP
Nr2f2 KO mouse GSE46496 sample 2412,-0.014862491844475946,-0.11306119470880965,0.9099820398074526,0.9998960276301339,driver_antagonize,NR2F2
Srf KO mouse GSE34545 sample 2884,0.045700372609479185,0.0024331611043646555,0.9980586202364646,0.9998960276301339,brake_agonize,SRF
Tfrc KO mouse GSE7396 sample 1811,-0.014862491844475946,-0.1505008257707418,0.880369499287651,0.9998960276301339,driver_antagonize,TFRC
Kdm2b KD mouse GSE40701 sample 1745,-0.0860184928169474,-0.45905412714503135,0.6461952972908047,0.9998960276301339,driver_antagonize,KDM2B
Egr2 KD mouse GSE53388 sample 2292,-0.49188730227549304,-3.0931076529113337,0.0019807226946231904,0.05456330441792185,driver_antagonize,EGR2
Runx1 KO mouse GSE40155 sample 1492,0.16500537356742742,1.114228284320342,0.26518126424951993,0.9998960276301339,brake_agonize,RUNX1
Rap1a KO mouse GSE46209 sample 1444,0.17772285095204346,0.9577930376156136,0.33816713070469906,0.9998960276301339,brake_agonize,RAP1A
Dgcr8 KO mouse GSE58493 sample 2477,0.09646645593668589,0.511485634725616,0.6090110448180304,0.9998960276301339,brake_agonize,DGCR8
Akt1 KO mouse GSE2746 sample 224,-0.014862491844475946,-0.10509473775553023,0.916300634844476,0.9998960276301339,driver_antagonize,AKT1
Atf6b KO mouse GSE35651 sample 2659,-0.3222302286144854,-1.9043090499725286,0.05686994627949811,0.6196277728960242,driver_antagonize,ATF6B
CHRNA9 KO mouse GSE18567 sample 2362,0.20231387818189847,1.0006352464400168,0.3170031834246212,0.9998960276301339,brake_agonize,CHRNA9
Arntl KO mouse GSE27079 sample 2710,0.09966390117452564,0.6308698049296307,0.5281256564449327,0.9998960276301339,brake_agonize,ARNTL
Prkcz KO mouse GSE29145 sample 1242,0.11464040881996466,0.35475203281096723,0.7227753662925729,0.9998960276301339,brake_agonize,PRKCZ
ZMPSTE24 KD human GSE41799 sample 3022,0.08111571384043517,0.5285959000279509,0.5970858050660097,0.9998960276301339,brake_agonize,ZMPSTE24
CREB1 DEPLETION human GSE12056 sample 68,0.051199136883951724,0.35633009728608417,0.7215933722101195,0.9998960276301339,brake_agonize,CREB1
EGR4 KD human GSE40558 sample 3030,-0.014862491844475946,0.03317059540277093,0.973538546682804,0.9998960276301339,driver_antagonize,EGR4
PTEN KD human GSE7562 sample 128,-0.014862491844475946,0.023803309853069204,0.9810094999176633,0.9998960276301339,driver_antagonize,PTEN
Rif1 KD mouse GSE55129 sample 39,-0.014862491844475946,-0.1478052908356423,0.8824964337219248,0.9998960276301339,driver_antagonize,RIF1
Nxnl1 KO mouse GSE13869 sample 1169,0.12077022588346153,0.6667104444635166,0.5049571060422182,0.9998960276301339,brake_agonize,NXNL1
Gykl1 KO mouse GSE4656 sample 189,-0.014862491844475946,-0.1434216774635457,0.885957163811524,0.9998960276301339,driver_antagonize,GYKL1
Wt1 KO mouse GSE15326 sample 2248,0.49734757767609233,3.0226826354702006,0.0025054484675352917,0.06394260515763886,brake_agonize,WT1
Pink1 KO mouse GSE60413 sample 2269,-0.14436539784285493,-0.9513232035825151,0.3414403315111938,0.9998960276301339,driver_antagonize,PINK1
Akt1 KO mouse GSE2746 sample 221,-0.13664805763189428,-1.2648953445168014,0.20590884644571528,0.9998960276301339,driver_antagonize,AKT1
Pde10a KO mouse GSE40377 sample 2916,0.03401425383477048,0.34606813744908,0.7292915082704298,0.9998960276301339,brake_agonize,PDE10A
LMO3 KD human GSE41712 sample 1789,-0.014862491844475946,0.1787015743506529,0.8581720329317645,0.9998960276301339,driver_antagonize,LMO3
Clpp KO mouse GSE40207 sample 568,-0.1475715027296577,-0.9318406083976717,0.3514189047985927,0.9998960276301339,driver_antagonize,CLPP
Onecut2 KO mouse GSE57918 sample 2797,0.09383749791463329,0.8638837366071025,0.3876517617890094,0.9998960276301339,brake_agonize,ONECUT2
CMAHP KO mouse GSE16438 sample 1124,-0.014862491844475946,-0.22140537702778898,0.8247768060551252,0.9998960276301339,driver_antagonize,CMAHP
NFKB1 KD human GSE65363 sample 1558,-0.2737215829018334,-1.7028847481650502,0.08858963880128079,0.8083804540616872,driver_antagonize,NFKB1
Gnas KO mouse GSE58894 sample 2983,0.42053944360337814,2.4732715874386497,0.013388235647540311,0.24131881537541797,brake_agonize,GNAS
MTDH DEPLETION human GSE9187 sample 125,0.4171733041188087,2.67276174178058,0.007522966072055998,0.15469761218594025,brake_agonize,MTDH
UPF1 KD human GSE1703 sample 1039,-0.014862491844475946,-0.26304510524708324,0.7925158139179731,0.9998960276301339,driver_antagonize,UPF1
Cstb KO mouse GSE47516 sample 3045,0.05728365839670666,0.6451532244345396,0.5188278951528491,0.9998960276301339,brake_agonize,CSTB
NCOA1 KO human GSE28645 sample 1244,0.5855597170725972,3.5660710655538805,0.0003623731446231637,0.012816904792731985,brake_agonize,NCOA1
MYC KD human GSE57538 sample 1754,0.15355951350647956,0.9703454766366715,0.3318743163189237,0.9998960276301339,brake_agonize,MYC
BCL6 KD human GSE45838 sample 1815,0.17780186421110888,1.3481430029383232,0.17761239253853223,0.9998960276301339,brake_agonize,BCL6
FLI1 KD human GSE27524 sample 1604,0.051199136883951724,0.2866938822403759,0.774346722312061,0.9998960276301339,brake_agonize,FLI1
CLOCK KD human GSE50588 sample 2782,-0.10721523087175394,-0.6522561539574552,0.5142359401922199,0.9998960276301339,driver_antagonize,CLOCK
Npc1 KD mouse GSE39621 sample 2465,-0.014862491844475946,-0.18081721406437595,0.8565110509564524,0.9998960276301339,driver_antagonize,NPC1
ESRRA KO mouse GSE16623 sample 2159,0.045700372609479185,0.2911174623129863,0.7709614850511591,0.9998960276301339,brake_agonize,ESRRA
Tmem173 KO mouse GSE61835 sample 1699,-0.42448726627679373,-3.459356627339799,0.0005414674583885471,0.018384709052262298,driver_antagonize,TMEM173
Elf4 KO mouse GSE15324 sample 2839,0.49829520290421153,4.171818125586553,3.021787951876049e-05,0.0017647241638956126,brake_agonize,ELF4
ATM KD human GSE54268 sample 688,-0.08092412751549008,-0.19964199379072176,0.841760582564991,0.9998960276301339,driver_antagonize,ATM
Pafah1b1 KD mouse GSE35366 sample 1637,-0.01872157916130329,-0.07658908826237412,0.9389504397605661,0.9998960276301339,driver_antagonize,PAFAH1B1
ESR1 KD human GSE37820 sample 2326,0.09383749791463329,0.7432610453312315,0.457323651008689,0.9998960276301339,brake_agonize,ESR1
